date,size,firm,Con,Lab,LibDem,UKIP,Green,SNP,PLPW,BP,ChUK
2015-03-18,1752,YouGov,33.0,34.0,8.0,14.0,6.0,NA,NA,NA,NA
2015-03-19,1979,Opinium,36.0,33.0,7.0,14.0,6.0,NA,NA,NA,NA
2015-03-19,2020,Populus,31.0,34.0,9.0,17.0,5.0,NA,NA,NA,NA
2015-03-19,2293,YouGov,35.0,33.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-03-20,1532,YouGov,33.0,35.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-03-21,1008,Survation,30.0,34.0,10.0,17.0,3.0,NA,NA,NA,NA
2015-03-22,1001,ComRes,35.0,35.0,8.0,10.0,7.0,NA,NA,NA,NA
2015-03-22,1003,Lord Ashcroft,33.0,33.0,8.0,12.0,5.0,NA,NA,NA,NA
2015-03-22,2035,Populus,31.0,33.0,9.0,16.0,5.0,NA,NA,NA,NA
2015-03-23,1641,YouGov,34.0,34.0,8.0,12.0,6.0,NA,NA,NA,NA
2015-03-23,8271,YouGov,34.0,33.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-03-24,2006,YouGov,35.0,35.0,8.0,12.0,6.0,NA,NA,NA,NA
2015-03-25,1959,Opinium,34.0,33.0,8.0,13.0,7.0,NA,NA,NA,NA
2015-03-25,1007,Survation,32.0,33.0,8.0,18.0,4.0,NA,NA,NA,NA
2015-03-25,1610,YouGov,34.0,35.0,8.0,12.0,6.0,NA,NA,NA,NA
2015-03-26,1007,Panelbase,34.0,34.0,5.0,15.0,6.0,NA,NA,NA,NA
2015-03-26,2049,Populus,31.0,33.0,9.0,16.0,5.0,NA,NA,NA,NA
2015-03-26,1698,YouGov,36.0,34.0,7.0,13.0,5.0,NA,NA,NA,NA
2015-03-28,1799,YouGov,32.0,36.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-03-29,1005,ComRes,36.0,32.0,9.0,12.0,5.0,NA,NA,NA,NA
2015-03-29,1004,Lord Ashcroft,36.0,34.0,6.0,10.0,7.0,NA,NA,NA,NA
2015-03-29,2004,Populus,34.0,34.0,8.0,15.0,4.0,NA,NA,NA,NA
2015-03-30,1197,TNS,33.0,32.0,8.0,16.0,5.0,NA,NA,NA,NA
2015-03-30,2001,YouGov,35.0,35.0,8.0,12.0,5.0,NA,NA,NA,NA
2015-03-31,1566,YouGov,35.0,36.0,7.0,12.0,5.0,NA,NA,NA,NA
2015-04-01,2057,Populus,32.0,34.0,9.0,15.0,5.0,NA,NA,NA,NA
2015-04-01,1678,YouGov,36.0,34.0,8.0,13.0,4.0,NA,NA,NA,NA
2015-04-02,1006,Panelbase,33.0,33.0,7.0,17.0,5.0,NA,NA,NA,NA
2015-04-02,1583,YouGov,37.0,35.0,7.0,12.0,5.0,NA,NA,NA,NA
2015-04-03,1974,Opinium,33.0,33.0,7.0,14.0,7.0,NA,NA,NA,NA
2015-04-03,1207,Survation,31.0,33.0,9.0,18.0,3.0,NA,NA,NA,NA
2015-04-04,1906,YouGov,34.0,33.0,10.0,13.0,4.0,NA,NA,NA,NA
2015-04-06,2008,Populus,31.0,33.0,10.0,15.0,4.0,NA,NA,NA,NA
2015-04-07,1207,TNS,30.0,33.0,8.0,19.0,4.0,NA,NA,NA,NA
2015-04-07,1672,YouGov,33.0,35.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-04-08,1013,ComRes,34.0,33.0,12.0,12.0,4.0,NA,NA,NA,NA
2015-04-08,1871,YouGov,34.0,35.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-09,1916,Opinium,36.0,34.0,7.0,11.0,6.0,NA,NA,NA,NA
2015-04-09,1013,Panelbase,31.0,37.0,8.0,16.0,4.0,NA,NA,NA,NA
2015-04-09,2020,Populus,31.0,33.0,8.0,16.0,6.0,NA,NA,NA,NA
2015-04-09,1111,Survation,31.0,35.0,9.0,15.0,4.0,NA,NA,NA,NA
2015-04-09,1938,YouGov,35.0,34.0,8.0,12.0,4.0,NA,NA,NA,NA
2015-04-10,1782,YouGov,33.0,35.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-11,1887,YouGov,34.0,34.0,7.0,13.0,6.0,NA,NA,NA,NA
2015-04-12,1042,ICM,39.0,33.0,8.0,7.0,7.0,NA,NA,NA,NA
2015-04-12,1003,Lord Ashcroft,33.0,33.0,9.0,13.0,6.0,NA,NA,NA,NA
2015-04-12,2036,Populus,33.0,33.0,8.0,15.0,5.0,NA,NA,NA,NA
2015-04-12,1717,YouGov,33.0,36.0,7.0,13.0,5.0,NA,NA,NA,NA
2015-04-13,1192,TNS,34.0,32.0,9.0,14.0,5.0,NA,NA,NA,NA
2015-04-13,2444,YouGov,33.0,34.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-04-14,1842,YouGov,33.0,35.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-15,1000,Ipsos MORI,33.0,35.0,7.0,10.0,8.0,NA,NA,NA,NA
2015-04-15,1894,YouGov,34.0,35.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-16,1025,Panelbase,33.0,34.0,8.0,16.0,4.0,NA,NA,NA,NA
2015-04-16,2048,Populus,33.0,34.0,9.0,14.0,4.0,NA,NA,NA,NA
2015-04-16,1939,YouGov,34.0,34.0,7.0,14.0,5.0,NA,NA,NA,NA
2015-04-17,1955,Opinium,36.0,32.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-17,1314,Survation,34.0,33.0,7.0,17.0,3.0,NA,NA,NA,NA
2015-04-17,1713,YouGov,34.0,34.0,9.0,14.0,5.0,NA,NA,NA,NA
2015-04-18,1780,YouGov,33.0,36.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-19,1003,ICM,34.0,32.0,10.0,11.0,5.0,NA,NA,NA,NA
2015-04-19,1002,Lord Ashcroft,34.0,30.0,10.0,13.0,4.0,NA,NA,NA,NA
2015-04-19,2048,Populus,32.0,34.0,9.0,15.0,4.0,NA,NA,NA,NA
2015-04-19,1675,YouGov,34.0,35.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-20,1199,TNS,32.0,34.0,8.0,15.0,5.0,NA,NA,NA,NA
2015-04-20,2078,YouGov,34.0,35.0,7.0,13.0,5.0,NA,NA,NA,NA
2015-04-21,1799,YouGov,35.0,34.0,7.0,13.0,5.0,NA,NA,NA,NA
2015-04-22,1003,ComRes,36.0,32.0,8.0,10.0,5.0,NA,NA,NA,NA
2015-04-22,2060,YouGov,33.0,34.0,7.0,14.0,5.0,NA,NA,NA,NA
2015-04-23,1012,Panelbase,31.0,34.0,7.0,17.0,4.0,NA,NA,NA,NA
2015-04-23,2051,Populus,32.0,35.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-04-23,1205,Survation,33.0,29.0,10.0,18.0,4.0,NA,NA,NA,NA
2015-04-23,1834,YouGov,33.0,35.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-04-24,1964,Opinium,34.0,33.0,9.0,13.0,6.0,NA,NA,NA,NA
2015-04-24,1594,YouGov,33.0,35.0,8.0,13.0,6.0,NA,NA,NA,NA
2015-04-25,1004,Survation,33.0,30.0,9.0,18.0,4.0,NA,NA,NA,NA
2015-04-25,2271,YouGov,32.0,34.0,9.0,14.0,6.0,NA,NA,NA,NA
2015-04-26,1004,ICM,35.0,32.0,9.0,13.0,5.0,NA,NA,NA,NA
2015-04-26,1003,Lord Ashcroft,36.0,30.0,9.0,11.0,7.0,NA,NA,NA,NA
2015-04-26,2072,Populus,33.0,36.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-04-26,2096,YouGov,33.0,34.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-04-27,1013,BMG,35.0,32.0,11.0,14.0,3.0,NA,NA,NA,NA
2015-04-27,1186,TNS,34.0,33.0,7.0,15.0,5.0,NA,NA,NA,NA
2015-04-27,2127,YouGov,35.0,34.0,9.0,12.0,5.0,NA,NA,NA,NA
2015-04-28,1005,ComRes,35.0,35.0,7.0,11.0,6.0,NA,NA,NA,NA
2015-04-28,1749,YouGov,34.0,35.0,9.0,12.0,4.0,NA,NA,NA,NA
2015-04-29,1010,Ipsos MORI,35.0,30.0,8.0,10.0,8.0,NA,NA,NA,NA
2015-04-29,1823,YouGov,35.0,34.0,9.0,12.0,4.0,NA,NA,NA,NA
2015-04-30,1002,ComRes,33.0,33.0,8.0,13.0,7.0,NA,NA,NA,NA
2015-04-30,1956,Opinium,35.0,34.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-04-30,1020,Panelbase,32.0,34.0,8.0,17.0,4.0,NA,NA,NA,NA
2015-04-30,2016,Populus,33.0,33.0,9.0,15.0,4.0,NA,NA,NA,NA
2015-04-30,1970,YouGov,34.0,35.0,9.0,12.0,5.0,NA,NA,NA,NA
2015-04-30,1729,YouGov,34.0,35.0,8.0,12.0,5.0,NA,NA,NA,NA
2015-05-01,1117,Survation,33.0,34.0,9.0,16.0,3.0,NA,NA,NA,NA
2015-05-01,1575,YouGov,33.0,34.0,8.0,14.0,5.0,NA,NA,NA,NA
2015-05-02,2128,Survation,31.0,34.0,8.0,17.0,4.0,NA,NA,NA,NA
2015-05-02,1967,YouGov,34.0,33.0,8.0,13.0,5.0,NA,NA,NA,NA
2015-05-03,1001,Lord Ashcroft,32.0,30.0,11.0,12.0,7.0,NA,NA,NA,NA
2015-05-03,2054,Populus,34.0,34.0,10.0,13.0,5.0,NA,NA,NA,NA
2015-05-03,1789,YouGov,34.0,33.0,9.0,12.0,5.0,NA,NA,NA,NA
2015-05-04,1185,TNS,33.0,32.0,8.0,14.0,6.0,NA,NA,NA,NA
2015-05-04,1664,YouGov,33.0,33.0,10.0,12.0,5.0,NA,NA,NA,NA
2015-05-05,1009,BMG,34.0,34.0,10.0,12.0,4.0,NA,NA,NA,NA
2015-05-05,1011,ComRes,35.0,32.0,9.0,14.0,4.0,NA,NA,NA,NA
2015-05-05,2960,Opinium,35.0,34.0,8.0,12.0,6.0,NA,NA,NA,NA
2015-05-05,1504,Survation,33.0,34.0,9.0,16.0,4.0,NA,NA,NA,NA
2015-05-05,2148,YouGov,34.0,34.0,9.0,12.0,5.0,NA,NA,NA,NA
2015-05-06,1007,ComRes,35.0,34.0,9.0,12.0,4.0,NA,NA,NA,NA
2015-05-06,2023,ICM,34.0,35.0,9.0,11.0,4.0,NA,NA,NA,NA
2015-05-06,1186,Ipsos MORI,36.0,35.0,8.0,11.0,5.0,NA,NA,NA,NA
2015-05-06,3028,Lord Ashcroft,33.0,33.0,10.0,11.0,6.0,NA,NA,NA,NA
2015-05-06,3019,Panelbase,31.0,33.0,8.0,16.0,5.0,NA,NA,NA,NA
2015-05-06,1045,Survation,37.0,31.0,10.0,11.0,5.0,NA,NA,NA,NA
2015-05-06,4088,Survation,31.0,31.0,10.0,16.0,5.0,NA,NA,NA,NA
2015-05-06,18131,SurveyMonkey,34.0,28.0,7.0,13.0,8.0,NA,NA,NA,NA
2015-05-06,10307,YouGov,34.0,34.0,10.0,12.0,4.0,NA,NA,NA,NA
2015-05-07,3917,Populus,34.0,34.0,9.0,13.0,5.0,NA,NA,NA,NA
2015-05-09,1027,Survation,40.0,31.0,6.0,12.0,3.0,5.0,NA,NA,NA
2015-05-26,1709,YouGov,41.0,30.0,7.0,13.0,4.0,4.0,NA,NA,NA
2015-05-31,1000,ComRes,41.0,29.0,8.0,10.0,5.0,5.0,NA,NA,NA
2015-06-14,1004,ICM,37.0,31.0,8.0,13.0,5.0,5.0,NA,NA,NA
2015-06-16,1005,Ipsos MORI,39.0,30.0,9.0,8.0,6.0,5.0,NA,NA,NA
2015-06-28,1002,ComRes,39.0,27.0,9.0,11.0,6.0,5.0,NA,NA,NA
2015-07-12,1005,ICM,38.0,34.0,6.0,13.0,4.0,4.0,NA,NA,NA
2015-07-20,1026,Ipsos MORI,37.0,31.0,10.0,9.0,8.0,5.0,NA,NA,NA
2015-07-26,1001,ComRes,40.0,28.0,7.0,10.0,5.0,5.0,NA,NA,NA
2015-08-09,1000,ICM,40.0,31.0,7.0,10.0,4.0,5.0,NA,NA,NA
2015-08-13,2035,ComRes,40.0,29.0,8.0,13.0,4.0,5.0,NA,NA,NA
2015-08-13,1007,Survation,38.0,33.0,6.0,15.0,3.0,5.0,NA,NA,NA
2015-08-23,1001,ComRes,42.0,28.0,8.0,9.0,6.0,5.0,NA,NA,NA
2015-09-04,1004,Survation,38.0,32.0,6.0,13.0,4.0,5.0,NA,NA,NA
2015-09-13,1006,ICM,38.0,32.0,8.0,13.0,3.0,5.0,NA,NA,NA
2015-09-17,2015,ComRes,42.0,30.0,7.0,13.0,3.0,5.0,NA,NA,NA
2015-09-18,1942,Opinium,37.0,32.0,6.0,14.0,4.0,5.0,NA,NA,NA
2015-09-18,1601,YouGov,39.0,31.0,6.0,16.0,3.0,5.0,NA,NA,NA
2015-09-22,1255,Ipsos MORI,39.0,34.0,9.0,7.0,4.0,5.0,NA,NA,NA
2015-09-22,1008,Survation,37.0,32.0,9.0,13.0,3.0,5.0,NA,NA,NA
2015-09-28,1009,ComRes,39.0,30.0,9.0,12.0,4.0,4.0,NA,NA,NA
2015-09-30,2064,YouGov,37.0,31.0,7.0,17.0,2.0,5.0,NA,NA,NA
2015-10-11,1002,ICM,38.0,34.0,7.0,11.0,3.0,5.0,NA,NA,NA
2015-10-15,2051,ComRes,42.0,29.0,7.0,13.0,3.0,5.0,NA,NA,NA
2015-10-16,1934,Opinium,37.0,32.0,5.0,15.0,4.0,6.0,NA,NA,NA
2015-10-19,1021,Ipsos MORI,36.0,32.0,10.0,12.0,3.0,5.0,NA,NA,NA
2015-10-25,1002,ComRes,38.0,33.0,8.0,10.0,3.0,3.0,NA,NA,NA
2015-10-27,1467,BMG,37.0,31.0,6.0,15.0,5.0,4.0,NA,NA,NA
2015-11-11,2007,Survation,36.0,30.0,7.0,15.0,3.0,5.0,NA,NA,NA
2015-11-15,1006,ICM,39.0,33.0,7.0,12.0,3.0,5.0,NA,NA,NA
2015-11-17,1334,BMG,37.0,30.0,7.0,15.0,4.0,4.0,NA,NA,NA
2015-11-17,1021,Ipsos MORI,41.0,34.0,7.0,7.0,4.0,6.0,NA,NA,NA
2015-11-17,1546,Survation,37.0,30.0,6.0,16.0,3.0,5.0,NA,NA,NA
2015-11-20,2067,ComRes,42.0,27.0,7.0,15.0,3.0,5.0,NA,NA,NA
2015-11-22,1000,ComRes,40.0,29.0,8.0,11.0,3.0,4.0,NA,NA,NA
2015-11-24,4317,YouGov,38.0,29.0,6.0,17.0,3.0,5.0,NA,NA,NA
2015-12-01,1657,YouGov,41.0,30.0,6.0,16.0,3.0,4.0,NA,NA,NA
2015-12-11,2049,ComRes,40.0,29.0,7.0,16.0,3.0,4.0,NA,NA,NA
2015-12-13,1001,ComRes,37.0,33.0,7.0,11.0,5.0,4.0,NA,NA,NA
2015-12-14,1040,Ipsos MORI,38.0,31.0,9.0,9.0,6.0,5.0,NA,NA,NA
2015-12-18,1936,Opinium,38.0,30.0,5.0,16.0,5.0,6.0,NA,NA,NA
2015-12-18,1598,YouGov,39.0,29.0,6.0,17.0,3.0,5.0,NA,NA,NA
2015-12-20,1003,ICM,39.0,34.0,7.0,10.0,3.0,4.0,NA,NA,NA
2016-01-14,2087,Panelbase,39.0,31.0,6.0,14.0,5.0,5.0,NA,NA,NA
2016-01-15,2004,ComRes,40.0,29.0,7.0,16.0,3.0,4.0,NA,NA,NA
2016-01-16,1017,Survation,37.0,30.0,7.0,16.0,3.0,5.0,NA,NA,NA
2016-01-17,1001,ICM,40.0,35.0,6.0,10.0,3.0,4.0,NA,NA,NA
2016-01-24,1006,ComRes,37.0,32.0,6.0,12.0,4.0,4.0,NA,NA,NA
2016-01-25,1027,Ipsos MORI,40.0,31.0,7.0,11.0,4.0,5.0,NA,NA,NA
2016-01-28,1735,YouGov,39.0,30.0,6.0,17.0,3.0,4.0,NA,NA,NA
2016-02-04,1675,YouGov,39.0,29.0,6.0,18.0,3.0,4.0,NA,NA,NA
2016-02-12,2018,ComRes,41.0,27.0,9.0,15.0,3.0,5.0,NA,NA,NA
2016-02-14,1004,ICM,39.0,32.0,7.0,11.0,4.0,4.0,NA,NA,NA
2016-02-16,1001,Ipsos MORI,39.0,33.0,6.0,12.0,3.0,6.0,NA,NA,NA
2016-02-22,1000,ComRes,38.0,31.0,8.0,12.0,3.0,4.0,NA,NA,NA
2016-02-23,1268,BMG,38.0,30.0,5.0,16.0,5.0,5.0,NA,NA,NA
2016-02-23,3482,YouGov,37.0,30.0,8.0,16.0,3.0,6.0,NA,NA,NA
2016-03-10,2059,ComRes,38.0,29.0,7.0,16.0,4.0,4.0,NA,NA,NA
2016-03-13,1001,ICM,36.0,36.0,8.0,11.0,3.0,3.0,NA,NA,NA
2016-03-17,1691,YouGov,33.0,34.0,6.0,16.0,3.0,6.0,NA,NA,NA
2016-03-20,1002,ComRes,37.0,35.0,7.0,9.0,4.0,5.0,NA,NA,NA
2016-03-22,1023,Ipsos MORI,36.0,34.0,10.0,11.0,3.0,5.0,NA,NA,NA
2016-03-29,1298,BMG,36.0,31.0,7.0,16.0,5.0,5.0,NA,NA,NA
2016-04-01,1966,Opinium,33.0,32.0,5.0,17.0,4.0,6.0,NA,NA,NA
2016-04-12,1639,YouGov,31.0,34.0,8.0,17.0,3.0,7.0,NA,NA,NA
2016-04-14,2036,ComRes,35.0,30.0,8.0,16.0,4.0,5.0,NA,NA,NA
2016-04-17,2008,ICM,36.0,31.0,7.0,16.0,4.0,4.0,NA,NA,NA
2016-04-18,1026,Ipsos MORI,38.0,35.0,6.0,11.0,3.0,6.0,NA,NA,NA
2016-04-26,1375,BMG,33.0,32.0,6.0,18.0,4.0,5.0,NA,NA,NA
2016-04-26,1650,YouGov,30.0,33.0,6.0,20.0,3.0,8.0,NA,NA,NA
2016-04-29,2005,Opinium,38.0,30.0,5.0,15.0,5.0,5.0,NA,NA,NA
2016-05-12,2043,ComRes,36.0,30.0,8.0,17.0,4.0,5.0,NA,NA,NA
2016-05-15,2048,ICM,34.0,32.0,7.0,17.0,4.0,5.0,NA,NA,NA
2016-05-16,1002,Ipsos MORI,36.0,34.0,8.0,10.0,5.0,5.0,NA,NA,NA
2016-05-19,2008,Opinium,35.0,30.0,5.0,18.0,5.0,6.0,NA,NA,NA
2016-05-29,2052,ICM,36.0,31.0,7.0,17.0,4.0,4.0,NA,NA,NA
2016-06-03,2007,Opinium,34.0,30.0,6.0,18.0,4.0,6.0,NA,NA,NA
2016-06-10,2009,Opinium,35.0,32.0,4.0,18.0,4.0,5.0,NA,NA,NA
2016-06-13,2001,ICM,34.0,30.0,8.0,19.0,4.0,4.0,NA,NA,NA
2016-06-14,1257,Ipsos MORI,35.0,34.0,9.0,10.0,4.0,5.0,NA,NA,NA
2016-06-16,2046,ComRes,34.0,29.0,8.0,19.0,4.0,5.0,NA,NA,NA
2016-06-17,2006,Opinium,34.0,30.0,6.0,18.0,4.0,6.0,NA,NA,NA
2016-06-22,3011,Opinium,34.0,30.0,6.0,19.0,4.0,6.0,NA,NA,NA
2016-06-25,1033,Survation,32.0,32.0,9.0,16.0,4.0,4.0,NA,NA,NA
2016-06-26,2001,ICM,36.0,32.0,7.0,15.0,5.0,5.0,NA,NA,NA
2016-06-30,2006,Opinium,34.0,29.0,7.0,17.0,4.0,5.0,NA,NA,NA
2016-07-03,1979,ICM,37.0,30.0,8.0,15.0,4.0,5.0,NA,NA,NA
2016-07-05,1008,Survation,36.0,32.0,9.0,12.0,NA,6.0,NA,NA,NA
2016-07-10,2025,ICM,38.0,30.0,8.0,15.0,4.0,5.0,NA,NA,NA
2016-07-11,1021,Ipsos MORI,36.0,35.0,11.0,8.0,4.0,5.0,NA,NA,NA
2016-07-15,2027,ICM,39.0,29.0,9.0,14.0,4.0,4.0,NA,NA,NA
2016-07-18,1891,YouGov,40.0,29.0,9.0,12.0,3.0,7.0,NA,NA,NA
2016-07-22,2231,Opinium,37.0,31.0,6.0,15.0,4.0,6.0,NA,NA,NA
2016-07-24,2012,ICM,43.0,27.0,8.0,13.0,4.0,4.0,NA,NA,NA
2016-07-26,1680,YouGov,40.0,28.0,8.0,13.0,4.0,7.0,NA,NA,NA
2016-08-02,1722,YouGov,42.0,28.0,8.0,12.0,3.0,6.0,NA,NA,NA
2016-08-08,1199,TNS,39.0,26.0,10.0,11.0,7.0,4.0,NA,NA,NA
2016-08-09,1692,YouGov,38.0,31.0,8.0,13.0,4.0,7.0,NA,NA,NA
2016-08-15,2010,ICM,40.0,28.0,8.0,14.0,4.0,4.0,NA,NA,NA
2016-08-15,1017,Ipsos MORI,45.0,34.0,7.0,6.0,4.0,4.0,NA,NA,NA
2016-08-17,1677,YouGov,38.0,30.0,9.0,13.0,4.0,7.0,NA,NA,NA
2016-08-22,8011,Lord Ashcroft,40.0,31.0,7.0,13.0,3.0,5.0,NA,NA,NA
2016-08-23,1660,YouGov,40.0,29.0,8.0,13.0,3.0,6.0,NA,NA,NA
2016-08-28,2040,ICM,41.0,27.0,9.0,13.0,4.0,4.0,NA,NA,NA
2016-08-31,1687,YouGov,38.0,30.0,7.0,14.0,4.0,6.0,NA,NA,NA
2016-09-05,1616,YouGov,40.0,29.0,7.0,13.0,3.0,7.0,NA,NA,NA
2016-09-11,2013,ICM,41.0,27.0,8.0,14.0,4.0,5.0,NA,NA,NA
2016-09-14,1000,Ipsos MORI,40.0,34.0,6.0,9.0,5.0,4.0,NA,NA,NA
2016-09-14,1732,YouGov,38.0,31.0,7.0,13.0,4.0,6.0,NA,NA,NA
2016-09-21,3285,YouGov,39.0,30.0,8.0,13.0,3.0,6.0,NA,NA,NA
2016-09-23,2026,BMG,39.0,28.0,8.0,13.0,5.0,5.0,NA,NA,NA
2016-09-23,2015,ICM,41.0,26.0,8.0,14.0,4.0,5.0,NA,NA,NA
2016-09-29,1658,YouGov,39.0,30.0,8.0,13.0,3.0,6.0,NA,NA,NA
2016-10-09,2017,ICM,43.0,26.0,8.0,11.0,6.0,4.0,NA,NA,NA
2016-10-12,1669,YouGov,42.0,28.0,9.0,11.0,3.0,6.0,NA,NA,NA
2016-10-17,1016,Ipsos MORI,47.0,29.0,7.0,6.0,4.0,6.0,NA,NA,NA
2016-10-20,1608,YouGov,42.0,26.0,8.0,12.0,5.0,6.0,NA,NA,NA
2016-10-24,1546,BMG,42.0,28.0,8.0,12.0,4.0,5.0,NA,NA,NA
2016-10-25,1655,YouGov,40.0,27.0,11.0,11.0,3.0,7.0,NA,NA,NA
2016-10-30,2040,ICM,43.0,27.0,8.0,12.0,5.0,4.0,NA,NA,NA
2016-11-01,1608,YouGov,41.0,27.0,10.0,11.0,4.0,6.0,NA,NA,NA
2016-11-04,2001,Opinium,40.0,32.0,6.0,13.0,4.0,6.0,NA,NA,NA
2016-11-14,1013,Ipsos MORI,42.0,33.0,10.0,7.0,3.0,5.0,NA,NA,NA
2016-11-15,1717,YouGov,42.0,28.0,8.0,11.0,4.0,7.0,NA,NA,NA
2016-11-18,2005,Opinium,41.0,29.0,7.0,12.0,3.0,6.0,NA,NA,NA
2016-11-20,2031,ICM,42.0,28.0,9.0,11.0,3.0,4.0,NA,NA,NA
2016-11-22,1693,YouGov,41.0,28.0,9.0,12.0,4.0,6.0,NA,NA,NA
2016-11-27,2009,ICM,44.0,28.0,7.0,12.0,4.0,4.0,NA,NA,NA
2016-11-29,1624,YouGov,39.0,27.0,9.0,14.0,4.0,6.0,NA,NA,NA
2016-12-05,1667,YouGov,42.0,25.0,11.0,12.0,4.0,6.0,NA,NA,NA
2016-12-11,2049,ICM,41.0,27.0,9.0,14.0,3.0,4.0,NA,NA,NA
2016-12-12,1003,Ipsos MORI,40.0,29.0,14.0,9.0,3.0,4.0,NA,NA,NA
2016-12-16,2000,Opinium,38.0,31.0,6.0,13.0,4.0,6.0,NA,NA,NA
2016-12-19,1595,YouGov,39.0,24.0,12.0,14.0,4.0,6.0,NA,NA,NA
2017-01-04,1740,YouGov,39.0,26.0,10.0,14.0,4.0,6.0,NA,NA,NA
2017-01-08,2000,ICM,42.0,28.0,9.0,12.0,4.0,4.0,NA,NA,NA
2017-01-10,1660,YouGov,39.0,28.0,11.0,13.0,3.0,6.0,NA,NA,NA
2017-01-12,2007,Opinium,38.0,30.0,7.0,14.0,4.0,5.0,NA,NA,NA
2017-01-13,1177,Survation,38.0,29.0,10.0,13.0,2.0,4.0,NA,NA,NA
2017-01-16,1132,Ipsos MORI,43.0,31.0,11.0,6.0,4.0,4.0,NA,NA,NA
2017-01-18,1654,YouGov,42.0,25.0,11.0,12.0,3.0,6.0,NA,NA,NA
2017-01-22,2052,ICM,42.0,26.0,10.0,13.0,5.0,4.0,NA,NA,NA
2017-01-24,1643,YouGov,40.0,24.0,10.0,14.0,3.0,6.0,NA,NA,NA
2017-01-31,1705,YouGov,40.0,26.0,11.0,12.0,4.0,6.0,NA,NA,NA
2017-02-01,2005,Opinium,37.0,30.0,8.0,14.0,5.0,5.0,NA,NA,NA
2017-02-05,1984,ICM,42.0,27.0,10.0,12.0,4.0,5.0,NA,NA,NA
2017-02-06,1984,YouGov,40.0,24.0,11.0,14.0,4.0,6.0,NA,NA,NA
2017-02-10,1218,ComRes,41.0,26.0,11.0,11.0,4.0,5.0,NA,NA,NA
2017-02-13,2052,YouGov,40.0,24.0,11.0,15.0,4.0,6.0,NA,NA,NA
2017-02-14,1014,Ipsos MORI,40.0,29.0,13.0,9.0,4.0,5.0,NA,NA,NA
2017-02-16,2004,Opinium,40.0,27.0,8.0,14.0,4.0,5.0,NA,NA,NA
2017-02-19,2028,ICM,44.0,26.0,8.0,13.0,4.0,4.0,NA,NA,NA
2017-02-22,2060,YouGov,41.0,25.0,11.0,13.0,3.0,6.0,NA,NA,NA
2017-02-28,1666,YouGov,42.0,25.0,11.0,12.0,4.0,6.0,NA,NA,NA
2017-03-05,1787,ICM,44.0,28.0,8.0,11.0,5.0,4.0,NA,NA,NA
2017-03-09,1598,YouGov,44.0,25.0,10.0,11.0,3.0,6.0,NA,NA,NA
2017-03-14,1032,Ipsos MORI,43.0,30.0,13.0,6.0,4.0,4.0,NA,NA,NA
2017-03-14,1631,YouGov,44.0,27.0,10.0,9.0,4.0,5.0,NA,NA,NA
2017-03-15,1938,GfK,41.0,28.0,7.0,12.0,6.0,5.0,NA,NA,NA
2017-03-17,2026,ComRes,42.0,25.0,12.0,10.0,4.0,5.0,NA,NA,NA
2017-03-17,2007,Opinium,41.0,28.0,8.0,13.0,3.0,6.0,NA,NA,NA
2017-03-19,2012,ICM,45.0,26.0,9.0,10.0,4.0,4.0,NA,NA,NA
2017-03-21,1627,YouGov,41.0,25.0,11.0,12.0,3.0,6.0,NA,NA,NA
2017-03-27,1957,YouGov,43.0,25.0,11.0,10.0,3.0,6.0,NA,NA,NA
2017-04-02,2005,ICM,43.0,25.0,11.0,11.0,4.0,5.0,NA,NA,NA
2017-04-06,1651,YouGov,42.0,25.0,11.0,11.0,3.0,8.0,NA,NA,NA
2017-04-13,2026,ComRes,46.0,25.0,11.0,9.0,4.0,4.0,NA,NA,NA
2017-04-13,2002,Opinium,38.0,29.0,7.0,14.0,5.0,5.0,NA,NA,NA
2017-04-13,2069,YouGov,44.0,23.0,12.0,10.0,4.0,6.0,NA,NA,NA
2017-04-17,1000,ICM,44.0,26.0,12.0,11.0,4.0,4.0,NA,NA,NA
2017-04-18,1000,ICM,46.0,25.0,11.0,8.0,4.0,4.0,NA,NA,NA
2017-04-19,1727,YouGov,48.0,24.0,12.0,7.0,NA,NA,NA,NA,NA
2017-04-20,2074,ComRes,50.0,25.0,11.0,7.0,3.0,4.0,NA,NA,NA
2017-04-20,2003,Opinium,45.0,26.0,11.0,9.0,3.0,4.0,NA,NA,NA
